date,symbol,name,market,margin_buy,margin_sell,margin_balance,margin_change,short_sell,short_cover,short_balance,short_change,offsetting,source
2025-10-03,00679B,元大美債20年,otc,96,1861,14764,-1766,0,0,31,0,328,TPEx
2025-10-03,00687B,國泰20年美債,otc,239,217,25335,21,0,0,3,0,0,TPEx
2025-10-03,00694B,富邦美債1-3,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00695B,富邦美債7-10,otc,0,0,77,0,0,0,0,0,0,TPEx
2025-10-03,00696B,富邦美債20年,otc,10,50,363,-40,0,0,0,0,0,TPEx
2025-10-03,00697B,元大美債7-10,otc,0,5,286,-5,0,0,0,0,0,TPEx
2025-10-03,00719B,元大美債1-3,otc,0,0,242,0,0,0,0,0,0,TPEx
2025-10-03,00720B,元大投資級公司債,otc,0,0,4003,-13,0,0,0,0,0,TPEx
2025-10-03,00722B,群益投資級電信債,otc,0,10,123,-10,0,0,0,0,0,TPEx
2025-10-03,00723B,群益投資級科技債,otc,0,0,114,0,0,0,0,0,0,TPEx
2025-10-03,00724B,群益投資級金融債,otc,0,10,36,-10,0,0,0,0,0,TPEx
2025-10-03,00725B,國泰投資級公司債,otc,50,1,1485,49,0,0,0,0,0,TPEx
2025-10-03,00726B,國泰新興投等債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00727B,國泰優選非投等債,otc,0,0,1,0,0,0,0,0,0,TPEx
2025-10-03,00734B,台新JPM新興債,otc,0,0,4,0,0,0,0,0,0,TPEx
2025-10-03,00740B,富邦全球投等債,otc,0,0,125,0,0,0,0,0,0,TPEx
2025-10-03,00741B,富邦全球非投等債,otc,1,0,15,1,0,0,0,0,0,TPEx
2025-10-03,00746B,富邦A級公司債,otc,0,0,1,0,0,0,0,0,0,TPEx
2025-10-03,00749B,凱基新興債10+,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00750B,凱基科技債10+,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00751B,元大AAA至A公司債,otc,0,0,3998,0,0,0,0,0,0,TPEx
2025-10-03,00754B,群益AAA-AA公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00755B,群益投資級公用債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00756B,群益投等新興公債,otc,0,0,21,0,0,0,0,0,0,TPEx
2025-10-03,00758B,復華能源債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00759B,復華製藥債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00760B,復華新興企業債,otc,0,0,3,0,0,0,0,0,0,TPEx
2025-10-03,00761B,國泰A級公司債,otc,0,0,31,0,0,0,0,0,0,TPEx
2025-10-03,00764B,群益25年美債,otc,0,2,204,-2,0,0,0,0,0,TPEx
2025-10-03,00768B,復華20年美債,otc,0,0,7,0,0,0,0,0,0,TPEx
2025-10-03,00772B,中信高評級公司債,otc,0,0,2299,0,0,0,0,0,0,TPEx
2025-10-03,00773B,中信優先金融債,otc,0,1,311,-1,0,0,0,0,0,TPEx
2025-10-03,00777B,凱基AAA至A公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00778B,凱基金融債20+,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00779B,凱基美債25+,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00780B,國泰A級金融債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00781B,國泰A級科技債,otc,0,0,39,0,0,0,0,0,0,TPEx
2025-10-03,00782B,國泰A級公用債,otc,0,0,18,0,0,0,0,0,0,TPEx
2025-10-03,00785B,富邦金融投等債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00786B,元大10年IG銀行債,otc,0,0,15,0,0,0,0,0,0,TPEx
2025-10-03,00787B,元大10年IG醫療債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00788B,元大10年IG電能債,otc,0,0,3,0,0,0,0,0,0,TPEx
2025-10-03,00789B,復華公司債A3,otc,0,0,100,0,0,0,0,0,0,TPEx
2025-10-03,00791B,復華信用債1-5,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00792B,群益A級公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00793B,群益AAA-A醫療債,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00795B,中信美國公債20年,otc,0,9,4747,-9,0,0,0,0,0,TPEx
2025-10-03,00799B,國泰A級醫療債,otc,0,8,9,-8,0,0,0,0,0,TPEx
2025-10-03,00834B,第一金金融債10+,otc,0,0,0,0,0,0,0,0,0,TPEx
2025-10-03,00836B,永豐10年A公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
